title,company,location,link,salary,job_type,time_posted,skills,category,scraped_date,source
Backend Engineer - SDE 1,myHQ by ANAROCK,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/backend-engineer-sde-1-at-myhq-by-anarock-4277675681,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
Back End Developer,Unacademy,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/back-end-developer-at-unacademy-4270982333,Not specified,Not specified,4 weeks ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer SDE 1 ( Java/ Python),NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-sde-1-java-python-at-nxtwave-4260678875,Not specified,Not specified,1 month ago,"go, python, java",software_development,2025-08-20,LinkedIn
"Software Engineer II, Backend (Accommodation)",tiket.com,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/software-engineer-ii-backend-accommodation-at-tiket-com-4206295481,Not specified,Not specified,2 days ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer SDE 1 ( Java/ Python),NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-sde-1-java-python-at-nxtwave-4260680740,Not specified,Not specified,1 month ago,"go, python, java",software_development,2025-08-20,LinkedIn
Easebuzz - Full Stack Developer - Python/React.js,Easebuzz,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/easebuzz-full-stack-developer-python-react-js-at-easebuzz-4275014671,Not specified,Not specified,2 weeks ago,"react, python, go",software_development,2025-08-20,LinkedIn
Backend Developer,GaragePlug,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/backend-developer-at-garageplug-4197915100,Not specified,Not specified,4 months ago,go,software_development,2025-08-20,LinkedIn
Software Development Engineer-1 (Full Stack),NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-development-engineer-1-full-stack-at-nxtwave-4253219040,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
SDE-1 Full Stack Developer,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/sde-1-full-stack-developer-at-nxtwave-4254194541,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
SDE-1 Full Stack Developer,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/sde-1-full-stack-developer-at-nxtwave-4262358853,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Backend Python Developer | SDE - 1/2,Fynd,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/backend-python-developer-sde-1-2-at-fynd-4280830443,Not specified,Not specified,1 week ago,"python, go",software_development,2025-08-20,LinkedIn
Backend Developer,SAP,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/backend-developer-at-sap-4262809986,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Software Developer (Full Stack),NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/software-developer-full-stack-at-nxtwave-4255056857,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Software Developer - Java/Python,True Talents,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-developer-java-python-at-true-talents-4287489915,Not specified,Not specified,3 days ago,"go, python, java",software_development,2025-08-20,LinkedIn
Backend Engineer,Awign,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/backend-engineer-at-awign-3755259690,Not specified,Not specified,Not specified,go,software_development,2025-08-20,LinkedIn
Backend Developer,Kodo,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/backend-developer-at-kodo-4060905263,Not specified,Not specified,9 months ago,go,software_development,2025-08-20,LinkedIn
Full Stack Developer 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-developer-1-at-nxtwave-4259158020,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Full Stack Engineer ( Developer) 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/full-stack-engineer-developer-1-at-nxtwave-4273537194,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
data platform - backend developer,CRED,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-platform-backend-developer-at-cred-4266243347,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Back End Developer,Birlasoft,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/back-end-developer-at-birlasoft-4272168096,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
Fullstack Developer 1,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/fullstack-developer-1-at-nxtwave-4272058485,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
Junior Backend Software Engineer,Wati,India,https://in.linkedin.com/jobs/view/junior-backend-software-engineer-at-wati-4255709793,Not specified,Not specified,2 months ago,go,software_development,2025-08-20,LinkedIn
Backend Developer,BitClass,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/backend-developer-at-bitclass-3627616621,Not specified,Not specified,Not specified,go,software_development,2025-08-20,LinkedIn
Java Software Engineer,Deutsche Bank,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/java-software-engineer-at-deutsche-bank-4271201512,Not specified,Not specified,3 weeks ago,"go, java",software_development,2025-08-20,LinkedIn
IN-Senior Associate _Full Stack Developer &Java/Python/Mern_ Emerging Technologies_ Advisory_ Bengaluru,PwC India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/in-senior-associate-full-stack-developer-java-python-mern-emerging-technologies-advisory-bengaluru-at-pwc-india-4084382444,Not specified,Not specified,3 days ago,"go, python, java",software_development,2025-08-20,LinkedIn
Front End Developer in Kolkata,Nature Technologies Pvt Ltd,Greater Kolkata Area,https://in.linkedin.com/jobs/view/front-end-developer-in-kolkata-at-nature-technologies-pvt-ltd-4282337834,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Software Developer - Frontend Development,AB InBev GCC India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-developer-frontend-development-at-ab-inbev-gcc-india-4278405232,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Front End Developer,NetWorld,"Rajkot, Gujarat, India",https://in.linkedin.com/jobs/view/front-end-developer-at-networld-3996515157,Not specified,Not specified,Not specified,go,software_development,2025-08-20,LinkedIn
SDE I Frontend,DataFlow Group,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sde-i-frontend-at-dataflow-group-4240910761,Not specified,Not specified,2 months ago,go,other,2025-08-20,LinkedIn
Front-End Engineer - Intermediate,Equifax,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/front-end-engineer-intermediate-at-equifax-4277178422,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Front End Developer,STOXX,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/front-end-developer-at-stoxx-4271196531,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Front End Developer,airpay payment services,"Kochi, Kerala, India",https://in.linkedin.com/jobs/view/front-end-developer-at-airpay-payment-services-4047975934,Not specified,Not specified,10 months ago,go,software_development,2025-08-20,LinkedIn
Java React Developer,Celsior,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/java-react-developer-at-celsior-4192935161,Not specified,Not specified,4 months ago,"react, go, java",software_development,2025-08-20,LinkedIn
SDE 1 - Android,Jar,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sde-1-android-at-jar-4272133784,Not specified,Not specified,4 weeks ago,go,other,2025-08-20,LinkedIn
Mobile Developer (Android/iOS),MakeMyTrip,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/mobile-developer-android-ios-at-makemytrip-4278468523,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
"Android, Kotlin and Jetpack Developer",Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/android-kotlin-and-jetpack-developer-at-infosys-4272762676,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
SDE 1 - iOS,Jar,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sde-1-ios-at-jar-4279426410,Not specified,Not specified,2 weeks ago,go,other,2025-08-20,LinkedIn
Android Developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-at-infosys-4273045135,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Android Developer,PhonePe,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-at-phonepe-4279284708,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Android App Developer,Daksh Infosoft Pvt Ltd,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/android-app-developer-at-daksh-infosoft-pvt-ltd-4048238093,Not specified,Not specified,10 months ago,go,software_development,2025-08-20,LinkedIn
"Software Engineer III, Android, Choice Screens",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-iii-android-choice-screens-at-google-4235370061,Not specified,Not specified,3 days ago,go,software_development,2025-08-20,LinkedIn
Mindstix Software Labs - Android Developer,Mindstix Software Labs,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/mindstix-software-labs-android-developer-at-mindstix-software-labs-4233872957,Not specified,Not specified,3 months ago,go,software_development,2025-08-20,LinkedIn
Junior Android Developer,SKO Systems India,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/junior-android-developer-at-sko-systems-india-4141495625,Not specified,Not specified,6 months ago,go,software_development,2025-08-20,LinkedIn
Android App Developer,RG Infotech,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/android-app-developer-at-rg-infotech-3960983818,Not specified,Not specified,Not specified,go,software_development,2025-08-20,LinkedIn
MOBILE APPLICATION FRONT-END DEVELOPER (IOS & ANDROID) IN BANGALORE,Terralogic,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/mobile-application-front-end-developer-ios-android-in-bangalore-at-terralogic-4185451833,Not specified,Not specified,5 months ago,go,software_development,2025-08-20,LinkedIn
Android Developer - SDE 1,Groww,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-sde-1-at-groww-4287364053,Not specified,Not specified,2 days ago,go,software_development,2025-08-20,LinkedIn
Remote Android Developer (Kotlin),Antsglobe Technologies,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/remote-android-developer-kotlin-at-antsglobe-technologies-4266166388,Not specified,Not specified,2 months ago,go,software_development,2025-08-20,LinkedIn
Junior Android Developer,Vispara Technosoft Pvt Ltd,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/junior-android-developer-at-vispara-technosoft-pvt-ltd-4074125796,Not specified,Not specified,9 months ago,go,software_development,2025-08-20,LinkedIn
Android Developer,ZebPay,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/android-developer-at-zebpay-4111775417,Not specified,Not specified,7 months ago,go,software_development,2025-08-20,LinkedIn
"Software Engineer III, Android, Kotlin Compiler",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-iii-android-kotlin-compiler-at-google-4249806121,Not specified,Not specified,4 days ago,go,software_development,2025-08-20,LinkedIn
Mobile Application Developer - Android,Media.net,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/mobile-application-developer-android-at-media-net-4265199152,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Powerplay,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-at-powerplay-4259093690,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Mobile app developer,BeGig,India,https://in.linkedin.com/jobs/view/mobile-app-developer-at-begig-4257196132,Not specified,Not specified,1 month ago,go,software_development,2025-08-20,LinkedIn
Mobile App Developer (Hybrid),SplendorNet Technologies Pvt. Ltd.,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/mobile-app-developer-hybrid-at-splendornet-technologies-pvt-ltd-4048230859,Not specified,Not specified,10 months ago,go,software_development,2025-08-20,LinkedIn
JSW One Platforms - Mobile App Developer - Flutter &amp; React Native,JSW One Platforms Ltd.,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/jsw-one-platforms-mobile-app-developer-flutter-amp-react-native-at-jsw-one-platforms-ltd-4263773796,Not specified,Not specified,1 month ago,"react, go",software_development,2025-08-20,LinkedIn
iPhone Developer,Creative Infoway,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/iphone-developer-at-creative-infoway-4208221187,Not specified,Not specified,4 months ago,go,software_development,2025-08-20,LinkedIn
Android Developer - SDE 2,Groww,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-sde-2-at-groww-4283379568,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Mobile Developer (Entry Level),Konrad,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/mobile-developer-entry-level-at-konrad-4064863781,Not specified,Not specified,10 months ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Creative Infoway,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/android-developer-at-creative-infoway-4208215729,Not specified,Not specified,4 months ago,go,software_development,2025-08-20,LinkedIn
Android Kotlin developer,HARMAN India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-kotlin-developer-at-harman-india-4260705001,Not specified,Not specified,21 hours ago,go,software_development,2025-08-20,LinkedIn
Snapmint - Android Developer - Mobile App Designing,Snapmint,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/snapmint-android-developer-mobile-app-designing-at-snapmint-4272518910,Not specified,Not specified,4 weeks ago,go,software_development,2025-08-20,LinkedIn
Mobile App (Native Android) Developer,SplendorNet Technologies Pvt. Ltd.,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/mobile-app-native-android-developer-at-splendornet-technologies-pvt-ltd-4048232489,Not specified,Not specified,10 months ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Snapmint,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/android-developer-at-snapmint-4277674790,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Tesseract,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/android-developer-at-tesseract-4159083770,Not specified,Not specified,5 months ago,go,software_development,2025-08-20,LinkedIn
Android Developer,L&T Technology Services,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-at-l-t-technology-services-4271535878,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
Android Mobile App Developer,Vispara Technosoft Pvt Ltd,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-mobile-app-developer-at-vispara-technosoft-pvt-ltd-4074125801,Not specified,Not specified,9 months ago,go,software_development,2025-08-20,LinkedIn
iPhone/iOS Application Developer,iSummation Technologies Pvt Ltd.,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/iphone-ios-application-developer-at-isummation-technologies-pvt-ltd-4074127356,Not specified,Not specified,9 months ago,go,software_development,2025-08-20,LinkedIn
Application Developer-Mobile Android,IBM,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/application-developer-mobile-android-at-ibm-4267458400,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Application Developer-Mobile Android,IBM,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/application-developer-mobile-android-at-ibm-4272175713,Not specified,Not specified,3 weeks ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Buyhatke,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-at-buyhatke-4090667489,Not specified,Not specified,8 months ago,go,software_development,2025-08-20,LinkedIn
VAYUZ Technologies - Android Developer - Java/Kotlin,VAYUZ Technologies,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/vayuz-technologies-android-developer-java-kotlin-at-vayuz-technologies-4265764176,Not specified,Not specified,1 month ago,"go, java",software_development,2025-08-20,LinkedIn
Mobile Application Developer in Delhi (1 Opening),Matrix Web Studio,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/mobile-application-developer-in-delhi-1-opening-at-matrix-web-studio-4048235475,Not specified,Not specified,10 months ago,go,software_development,2025-08-20,LinkedIn
Android (with Jetpack) Developer,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/android-with-jetpack-developer-at-infosys-4257975135,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Application Developer-Mobile Android,IBM,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/application-developer-mobile-android-at-ibm-4278217348,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Miko,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/android-developer-at-miko-4231199874,Not specified,Not specified,3 months ago,go,software_development,2025-08-20,LinkedIn
Mobile Developer,Hotelogix,"Gautam Buddha Nagar, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/mobile-developer-at-hotelogix-4164134619,Not specified,Not specified,5 months ago,go,software_development,2025-08-20,LinkedIn
"Software Engineer, Android System",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-android-system-at-google-4287590943,Not specified,Not specified,1 day ago,go,software_development,2025-08-20,LinkedIn
Android App Developer,RUDRA SOFTECH,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/android-app-developer-at-rudra-softech-4090539011,Not specified,Not specified,8 months ago,go,software_development,2025-08-20,LinkedIn
"Software Engineer, Android Systems",Google,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-android-systems-at-google-4283076964,Not specified,Not specified,1 week ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Dicetek LLC,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-at-dicetek-llc-4138454272,Not specified,Not specified,6 months ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Girnar NewTel Solutions Pvt Ltd,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-at-girnar-newtel-solutions-pvt-ltd-4074120388,Not specified,Not specified,9 months ago,go,software_development,2025-08-20,LinkedIn
Android &amp; IOS Developer,Aspirant Soft Solutions Pvt Ltd,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/android-amp-ios-developer-at-aspirant-soft-solutions-pvt-ltd-4074131097,Not specified,Not specified,9 months ago,go,software_development,2025-08-20,LinkedIn
Application Developer-Mobile Android,IBM,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/application-developer-mobile-android-at-ibm-4263060147,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Quinbay,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-at-quinbay-4166271557,Not specified,Not specified,5 months ago,go,software_development,2025-08-20,LinkedIn
Mobile Application Developer,Cyberindigo Net Pvt Ltd,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/mobile-application-developer-at-cyberindigo-net-pvt-ltd-4048237090,Not specified,Not specified,10 months ago,go,software_development,2025-08-20,LinkedIn
Interesting Job Opportunity: Cumulations Technologies - Android Application Developer - Java/Kotlin,Cumulations Technologies,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/interesting-job-opportunity-cumulations-technologies-android-application-developer-java-kotlin-at-cumulations-technologies-4275266052,Not specified,Not specified,3 weeks ago,"go, java",software_development,2025-08-20,LinkedIn
Trainee Android Developer,Solwin Infotech,"Surat, Gujarat, India",https://in.linkedin.com/jobs/view/trainee-android-developer-at-solwin-infotech-4074130054,Not specified,Not specified,9 months ago,go,software_development,2025-08-20,LinkedIn
Android Engineer,Traveloka,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/android-engineer-at-traveloka-4191925324,Not specified,Not specified,2 weeks ago,go,software_development,2025-08-20,LinkedIn
Android Developer,Cunomial,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/android-developer-at-cunomial-4200162948,Not specified,Not specified,4 months ago,go,software_development,2025-08-20,LinkedIn
TruKKer - Android Developer - Java/Kotlin,TruKKer,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/trukker-android-developer-java-kotlin-at-trukker-4258594213,Not specified,Not specified,1 month ago,"go, java",software_development,2025-08-20,LinkedIn
Aark Infosoft Private Limited Full Time,AARK INFOSOFT PVT LTD,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/aark-infosoft-private-limited-full-time-at-aark-infosoft-pvt-ltd-4201037714,Not specified,Not specified,4 months ago,go,other,2025-08-20,LinkedIn
Assistant Manager Integrated Marketing,Nykaa,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/assistant-manager-integrated-marketing-at-nykaa-4273533576,Not specified,Not specified,3 weeks ago,go,marketing,2025-08-20,LinkedIn
Assistant Marketing Manager,Pidilite Industries Limited,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/assistant-marketing-manager-at-pidilite-industries-limited-4277600424,Not specified,Not specified,3 weeks ago,go,marketing,2025-08-20,LinkedIn
Marketing Analyst,Google,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/marketing-analyst-at-google-4266527969,Not specified,Not specified,2 weeks ago,go,marketing,2025-08-20,LinkedIn
Digital and Media lead - India,Lenovo,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/digital-and-media-lead-india-at-lenovo-4262144503,Not specified,Not specified,1 day ago,go,management,2025-08-20,LinkedIn
Social Media Specialist (Affiliate marketing),Aditya Birla Fashion and Retail Ltd.,"Delhi, India",https://in.linkedin.com/jobs/view/social-media-specialist-affiliate-marketing-at-aditya-birla-fashion-and-retail-ltd-4279880136,Not specified,Not specified,1 week ago,go,marketing,2025-08-20,LinkedIn
"Product Marketing Manager, Gemini",Google,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/product-marketing-manager-gemini-at-google-4271377230,Not specified,Not specified,6 days ago,go,marketing,2025-08-20,LinkedIn
Director- Brand Marketing,MakeMyTrip,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/director-brand-marketing-at-makemytrip-4280757433,Not specified,Not specified,2 weeks ago,go,marketing,2025-08-20,LinkedIn
Senior Manager Integrated Marketing,Nykaa,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-manager-integrated-marketing-at-nykaa-4273534291,Not specified,Not specified,3 weeks ago,go,marketing,2025-08-20,LinkedIn
Assistant Marketing Manager,Danone,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/assistant-marketing-manager-at-danone-4275326085,Not specified,Not specified,3 weeks ago,go,marketing,2025-08-20,LinkedIn
Social Media Associate,WTF,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/social-media-associate-at-wtf-4277795902,Not specified,Not specified,2 weeks ago,go,marketing,2025-08-20,LinkedIn
Assistant Marketing Manager,Philips,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/assistant-marketing-manager-at-philips-4279493196,Not specified,Not specified,1 week ago,go,marketing,2025-08-20,LinkedIn
Digital Marketing Strategist,Google,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/digital-marketing-strategist-at-google-4288080241,Not specified,Not specified,15 hours ago,go,marketing,2025-08-20,LinkedIn
Social Media Executive,SUGAR Cosmetics,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/social-media-executive-at-sugar-cosmetics-4280822994,Not specified,Not specified,1 week ago,go,marketing,2025-08-20,LinkedIn
Ecommerce Marketing Executive,Beardo,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/ecommerce-marketing-executive-at-beardo-4279472693,Not specified,Not specified,1 week ago,go,marketing,2025-08-20,LinkedIn
Brand Manager,HDFC securities,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/brand-manager-at-hdfc-securities-4279445210,Not specified,Not specified,1 week ago,go,management,2025-08-20,LinkedIn
Retail Marketing Manager,Lenovo,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/retail-marketing-manager-at-lenovo-4280355370,Not specified,Not specified,2 weeks ago,go,marketing,2025-08-20,LinkedIn
Senior Product Manager,Nykaa,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/senior-product-manager-at-nykaa-4281611502,Not specified,Not specified,1 week ago,go,management,2025-08-20,LinkedIn
Social Media Marketing Manager,HDFC securities,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/social-media-marketing-manager-at-hdfc-securities-4284795308,Not specified,Not specified,1 day ago,go,marketing,2025-08-20,LinkedIn
Marketing Executive,Lupin,"Maharashtra, India",https://in.linkedin.com/jobs/view/marketing-executive-at-lupin-4268507512,Not specified,Not specified,4 weeks ago,go,marketing,2025-08-20,LinkedIn
Senior Manager Performance Marketing,Nykaa,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-manager-performance-marketing-at-nykaa-4278015637,Not specified,Not specified,3 weeks ago,go,marketing,2025-08-20,LinkedIn
"VM Creative, Reebok",Aditya Birla Fashion and Retail Ltd.,"Karnataka, India",https://in.linkedin.com/jobs/view/vm-creative-reebok-at-aditya-birla-fashion-and-retail-ltd-4271436435,Not specified,Not specified,1 week ago,go,other,2025-08-20,LinkedIn
AM - Digital Marketing,Godrej Properties Limited,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/am-digital-marketing-at-godrej-properties-limited-4281343066,Not specified,Not specified,1 week ago,go,marketing,2025-08-20,LinkedIn
Brand Manager - Cult Products,Curefit,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/brand-manager-cult-products-at-curefit-4270153334,Not specified,Not specified,3 weeks ago,go,management,2025-08-20,LinkedIn
Social Media Intern,WTF,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/social-media-intern-at-wtf-4282548451,Not specified,Not specified,6 days ago,go,marketing,2025-08-20,LinkedIn
Content Executive,Swiggy,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/content-executive-at-swiggy-4278794649,Not specified,Not specified,2 weeks ago,go,other,2025-08-20,LinkedIn
"Manager – Membership, Emerging Markets",adidas,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/manager-%E2%80%93-membership-emerging-markets-at-adidas-4278215972,Not specified,Not specified,2 weeks ago,go,management,2025-08-20,LinkedIn
Product Manager II,Nykaa,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/product-manager-ii-at-nykaa-4283342114,Not specified,Not specified,1 week ago,go,management,2025-08-20,LinkedIn
Campaign Manager,IndusInd Bank,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/campaign-manager-at-indusind-bank-4285609221,Not specified,Not specified,6 days ago,go,management,2025-08-20,LinkedIn
Marketing Lead,Network18 Media & Investments Limited,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/marketing-lead-at-network18-media-investments-limited-4281267500,Not specified,Not specified,1 week ago,go,marketing,2025-08-20,LinkedIn
Digital Marketing,Kotak Mahindra Bank,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/digital-marketing-at-kotak-mahindra-bank-4287986713,Not specified,Not specified,1 day ago,go,marketing,2025-08-20,LinkedIn
"SBS -Assistant Brand Manager, India Consumables",Amazon,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sbs-assistant-brand-manager-india-consumables-at-amazon-4271022048,Not specified,Not specified,1 week ago,go,management,2025-08-20,LinkedIn
